1727.3 -1008.2 0 1727.3 -1008.2 0
1729.8 -1003.9 0 1729.8 -1003.9 0
1732.3 -999.64 0 1732.3 -999.64 0
1734.7 -995.34 0 1734.7 -995.34 0
1737.2 -991.04 0 1737.2 -991.04 0
1739.6 -986.72 0 1739.6 -986.72 0
1742.1 -982.41 0 1742.1 -982.41 0
1744.5 -978.08 0 1744.5 -978.08 0
1746.9 -973.75 0 1746.9 -973.75 0
1749.4 -969.41 0 1749.4 -969.41 0
1751.8 -965.07 0 1751.8 -965.07 0
1754.1 -960.72 0 1754.1 -960.72 0
1756.5 -956.37 0 1756.5 -956.37 0
1758.9 -952.01 0 1758.9 -952.01 0
1761.2 -947.64 0 1761.2 -947.64 0
1763.6 -943.27 0 1763.6 -943.27 0
1765.9 -938.89 0 1765.9 -938.89 0
1768.2 -934.51 0 1768.2 -934.51 0
1770.6 -930.12 0 1770.6 -930.12 0
1772.9 -925.73 0 1772.9 -925.73 0
1775.1 -921.33 0 1775.1 -921.33 0
1777.4 -916.92 0 1777.4 -916.92 0
1779.7 -912.51 0 1779.7 -912.51 0
1782 -908.09 0 1782 -908.09 0
1784.2 -903.67 0 1784.2 -903.67 0
1786.4 -899.24 0 1786.4 -899.24 0
1788.7 -894.81 0 1788.7 -894.81 0
1790.9 -890.37 0 1790.9 -890.37 0
1793.1 -885.92 0 1793.1 -885.92 0
1795.3 -881.47 0 1795.3 -881.47 0
1797.5 -877.01 0 1797.5 -877.01 0
1799.6 -872.55 0 1799.6 -872.55 0
1801.8 -868.09 0 1801.8 -868.09 0
1803.9 -863.61 0 1803.9 -863.61 0
1806.1 -859.14 0 1806.1 -859.14 0
1808.2 -854.65 0 1808.2 -854.65 0
1810.3 -850.17 0 1810.3 -850.17 0
1812.4 -845.67 0 1812.4 -845.67 0
1814.5 -841.18 0 1814.5 -841.18 0
1816.6 -836.67 0 1816.6 -836.67 0
1818.7 -832.16 0 1818.7 -832.16 0
1820.7 -827.65 0 1820.7 -827.65 0
1822.8 -823.13 0 1822.8 -823.13 0
1824.8 -818.61 0 1824.8 -818.61 0
1826.8 -814.08 0 1826.8 -814.08 0
1828.8 -809.54 0 1828.8 -809.54 0
1830.8 -805 0 1830.8 -805 0
1832.8 -800.46 0 1832.8 -800.46 0
1834.8 -795.91 0 1834.8 -795.91 0
1836.8 -791.36 0 1836.8 -791.36 0
1838.7 -786.8 0 1838.7 -786.8 0
1840.7 -782.24 0 1840.7 -782.24 0
1842.6 -777.67 0 1842.6 -777.67 0
1844.5 -773.09 0 1844.5 -773.09 0
1846.5 -768.52 0 1846.5 -768.52 0
1848.4 -763.93 0 1848.4 -763.93 0
1850.2 -759.35 0 1850.2 -759.35 0
1852.1 -754.76 0 1852.1 -754.76 0
1854 -750.16 0 1854 -750.16 0
1855.8 -745.56 0 1855.8 -745.56 0
1857.7 -740.95 0 1857.7 -740.95 0
1859.5 -736.34 0 1859.5 -736.34 0
1861.3 -731.73 0 1861.3 -731.73 0
1863.1 -727.11 0 1863.1 -727.11 0
1864.9 -722.48 0 1864.9 -722.48 0
1866.7 -717.86 0 1866.7 -717.86 0
1868.5 -713.22 0 1868.5 -713.22 0
1870.3 -708.59 0 1870.3 -708.59 0
1872 -703.94 0 1872 -703.94 0
1873.8 -699.3 0 1873.8 -699.3 0
1875.5 -694.65 0 1875.5 -694.65 0
1877.2 -689.99 0 1877.2 -689.99 0
1878.9 -685.34 0 1878.9 -685.34 0
1880.6 -680.67 0 1880.6 -680.67 0
1882.3 -676.01 0 1882.3 -676.01 0
1884 -671.33 0 1884 -671.33 0
1885.6 -666.66 0 1885.6 -666.66 0
1887.3 -661.98 0 1887.3 -661.98 0
1888.9 -657.3 0 1888.9 -657.3 0
1890.5 -652.61 0 1890.5 -652.61 0
1892.1 -647.92 0 1892.1 -647.92 0
1893.7 -643.22 0 1893.7 -643.22 0
1895.3 -638.52 0 1895.3 -638.52 0
1896.9 -633.82 0 1896.9 -633.82 0
1898.5 -629.11 0 1898.5 -629.11 0
1900 -624.4 0 1900 -624.4 0
1901.6 -619.69 0 1901.6 -619.69 0
1903.1 -614.97 0 1903.1 -614.97 0
1904.6 -610.24 0 1904.6 -610.24 0
1906.1 -605.52 0 1906.1 -605.52 0
1907.6 -600.79 0 1907.6 -600.79 0
1909.1 -596.05 0 1909.1 -596.05 0
1910.6 -591.32 0 1910.6 -591.32 0
1912 -586.57 0 1912 -586.57 0
1913.5 -581.83 0 1913.5 -581.83 0
1914.9 -577.08 0 1914.9 -577.08 0
1916.4 -572.33 0 1916.4 -572.33 0
1917.8 -567.57 0 1917.8 -567.57 0
1919.2 -562.82 0 1919.2 -562.82 0
1920.6 -558.05 0 1920.6 -558.05 0
1921.9 -553.29 0 1921.9 -553.29 0
1923.3 -548.52 0 1923.3 -548.52 0
1924.7 -543.75 0 1924.7 -543.75 0
1926 -538.97 0 1926 -538.97 0
1927.3 -534.19 0 1927.3 -534.19 0
1928.7 -529.41 0 1928.7 -529.41 0
1930 -524.62 0 1930 -524.62 0
1931.3 -519.83 0 1931.3 -519.83 0
1932.5 -515.04 0 1932.5 -515.04 0
1933.8 -510.25 0 1933.8 -510.25 0
1935.1 -505.45 0 1935.1 -505.45 0
1936.3 -500.65 0 1936.3 -500.65 0
1937.6 -495.84 0 1937.6 -495.84 0
1938.8 -491.03 0 1938.8 -491.03 0
1940 -486.22 0 1940 -486.22 0
1941.2 -481.41 0 1941.2 -481.41 0
1942.4 -476.59 0 1942.4 -476.59 0
1943.6 -471.77 0 1943.6 -471.77 0
1944.7 -466.95 0 1944.7 -466.95 0
1945.9 -462.13 0 1945.9 -462.13 0
1947 -457.3 0 1947 -457.3 0
1948.1 -452.47 0 1948.1 -452.47 0
1949.3 -447.63 0 1949.3 -447.63 0
1950.4 -442.8 0 1950.4 -442.8 0
1951.5 -437.96 0 1951.5 -437.96 0
1952.5 -433.11 0 1952.5 -433.11 0
1953.6 -428.27 0 1953.6 -428.27 0
1954.7 -423.42 0 1954.7 -423.42 0
1955.7 -418.57 0 1955.7 -418.57 0
1956.7 -413.72 0 1956.7 -413.72 0
1957.8 -408.87 0 1957.8 -408.87 0
1958.8 -404.01 0 1958.8 -404.01 0
1959.8 -399.15 0 1959.8 -399.15 0
1960.7 -394.29 0 1960.7 -394.29 0
1961.7 -389.42 0 1961.7 -389.42 0
1962.7 -384.55 0 1962.7 -384.55 0
1963.6 -379.68 0 1963.6 -379.68 0
1964.6 -374.81 0 1964.6 -374.81 0
1965.5 -369.94 0 1965.5 -369.94 0
1966.4 -365.06 0 1966.4 -365.06 0
1967.3 -360.18 0 1967.3 -360.18 0
1968.2 -355.3 0 1968.2 -355.3 0
1969.1 -350.42 0 1969.1 -350.42 0
1969.9 -345.53 0 1969.9 -345.53 0
1970.8 -340.64 0 1970.8 -340.64 0
1971.6 -335.75 0 1971.6 -335.75 0
1972.4 -330.86 0 1972.4 -330.86 0
1973.3 -325.97 0 1973.3 -325.97 0
1974.1 -321.07 0 1974.1 -321.07 0
1974.9 -316.18 0 1974.9 -316.18 0
1975.6 -311.28 0 1975.6 -311.28 0
1976.4 -306.37 0 1976.4 -306.37 0
1977.1 -301.47 0 1977.1 -301.47 0
1977.9 -296.57 0 1977.9 -296.57 0
1978.6 -291.66 0 1978.6 -291.66 0
1979.3 -286.75 0 1979.3 -286.75 0
1980 -281.84 0 1980 -281.84 0
1980.7 -276.93 0 1980.7 -276.93 0
1981.4 -272.01 0 1981.4 -272.01 0
1982.1 -267.1 0 1982.1 -267.1 0
1982.7 -262.18 0 1982.7 -262.18 0
1983.4 -257.26 0 1983.4 -257.26 0
1984 -252.34 0 1984 -252.34 0
1984.6 -247.42 0 1984.6 -247.42 0
1985.2 -242.49 0 1985.2 -242.49 0
1985.8 -237.57 0 1985.8 -237.57 0
1986.4 -232.64 0 1986.4 -232.64 0
1987 -227.71 0 1987 -227.71 0
1987.6 -222.78 0 1987.6 -222.78 0
1988.1 -217.85 0 1988.1 -217.85 0
1988.6 -212.92 0 1988.6 -212.92 0
1989.2 -207.99 0 1989.2 -207.99 0
1989.7 -203.05 0 1989.7 -203.05 0
1990.2 -198.12 0 1990.2 -198.12 0
1990.6 -193.18 0 1990.6 -193.18 0
1991.1 -188.24 0 1991.1 -188.24 0
1991.6 -183.3 0 1991.6 -183.3 0
1992 -178.36 0 1992 -178.36 0
1992.5 -173.42 0 1992.5 -173.42 0
1992.9 -168.48 0 1992.9 -168.48 0
1993.3 -163.53 0 1993.3 -163.53 0
1993.7 -158.59 0 1993.7 -158.59 0
1994.1 -153.64 0 1994.1 -153.64 0
1994.5 -148.69 0 1994.5 -148.69 0
1994.8 -143.75 0 1994.8 -143.75 0
1995.2 -138.8 0 1995.2 -138.8 0
1995.5 -133.85 0 1995.5 -133.85 0
1995.8 -128.9 0 1995.8 -128.9 0
1996.2 -123.95 0 1996.2 -123.95 0
1996.5 -119 0 1996.5 -119 0
1996.7 -114.04 0 1996.7 -114.04 0
1997 -109.09 0 1997 -109.09 0
1997.3 -104.14 0 1997.3 -104.14 0
1997.5 -99.181 0 1997.5 -99.181 0
1997.8 -94.225 0 1997.8 -94.225 0
1998 -89.269 0 1998 -89.269 0
1998.2 -84.313 0 1998.2 -84.313 0
1998.4 -79.356 0 1998.4 -79.356 0
1998.6 -74.399 0 1998.6 -74.399 0
1998.8 -69.441 0 1998.8 -69.441 0
1999 -64.483 0 1999 -64.483 0
1999.1 -59.524 0 1999.1 -59.524 0
1999.3 -54.565 0 1999.3 -54.565 0
1999.4 -49.606 0 1999.4 -49.606 0
1999.5 -44.646 0 1999.5 -44.646 0
1999.6 -39.686 0 1999.6 -39.686 0
1999.7 -34.726 0 1999.7 -34.726 0
1999.8 -29.765 0 1999.8 -29.765 0
1999.8 -24.805 0 1999.8 -24.805 0
1999.9 -19.844 0 1999.9 -19.844 0
1999.9 -14.883 0 1999.9 -14.883 0
2000 -9.9221 0 2000 -9.9221 0
2000 -4.9611 0 2000 -4.9611 0
